source,target
Soy escritor y quiero close by reading you un pasaje corto que escribí que tiene que ver con esta scene.,"I am a writer, and I want to close by reading you a short passage that I wrote that has to do very much with this scene."
Es un poco parecido a cuando estás madly in love with somebody y caminas en el parking lot; su auto es different from every other car en el parking lot.,It's a little bit like when you are madly in love with somebody and you walk into a parking lot -- their car is different from every other car in the parking lot.
"Déjenme decirlo de nuevo: una sola empresa de genómica generates more data in un mes, on a compound basis, que lo que hay en las printed collections de la Library of Congress.","Let me say that again: A single genomics company generates more data in a month, on a compound basis, than is in the printed collections of the Library of Congress."
Y de lo que me gustaría hablarles hoy es de algunos indicios por los que creo que esto es verdad: que para los niños de dos y más años no hay un beneficio real -- beneficio demostrado -- de los asientos infantiles a pesar de la incredible energy que se ha puesto en expanding the laws y hacer socially unacceptable usar cinturones de seguridad con nuesros hijos. Y después hablar del por qué. ¿Qué es lo que hace que pase eso?,"And what I'd like to talk to you about today is some of the evidence why I believe this to be true: that for children two years old and up, there really is no real benefit -- proven benefit -- of car seats, in spite of the incredible energy that has been devoted toward expanding the laws and making it socially unacceptable to put your children into seatbelts. And then talk about why -- what is it that makes that true?"
Tiene lots of different information sobre cuál es el process going on en esta proteomic conversation en many different scales.,It has lots of different information about what's the process going on in this proteomic conversation on many different scales.
"De hecho, hablar de la tecnología es imitar la vida imitating tech, or maybe es al revés:","In fact, talk about technology imitating life imitating tech, or maybe it's the other way around."
"Lo entendemos tan bien, de hecho, que pensamos que podemos realmente write programming languages para ADN y tener molecular compilers.","We understand it so well, in fact, that we think we can actually write programming languages for DNA and have molecular compilers."
"Este verano, in Nueva York: there is una cosa about las cascadas que se relaciona mucho con el tiempo que le toma al agua, caer.","This summer, in New York: there is one thing about falling water which is very much about the time it takes for water to fall."
"""Este tipo de cosas son fáciles de re-aprender, provided you have a really strong grounding in reasoning, razonamiento matemático. Le llamaremos la aplicación de los proceso matemáticos al mundo que nos rodea. Esto es hard to teach.""","This stuff is also really easy to relearn, provided you have a really strong grounding in reasoning. Math reasoning -- we'll call it the application of math processes to the world around us -- this is hard to teach."
"Quiero terminar mostrando una cinta de vídeo que es una versión de un futuro juego de la serie Rockett que nuestros graphic artists y design people put together, y que creemos que would please that four percent de los encuestados.","I want to close by showing you a videotape that's a version of a future game in the Rockett series that our graphic artists and design people put together, that we feel would please that four percent of reviewers."
